text	rating	consumer_id	language	reply_message	consumer_countryCode	consumersReviewCountOnSameDomain	dates_publishedDate	consumer_numberOfReviews	reply_publishedDate	likes	consumer_isVerified	title
Ils organisent l'impossibilité de les joindre 4 semaines pour répondre a un mail. injoignable par le téléphone, vous pouvez ecouter la musique classique très énervante. Le systeme informatique douteux fait des fautes et vous payez les pots cassés. un seul conseil videz vos comptes avant qu il ne soit trop pour votre épargne	1	6539009f1e43980012db6c8d	fr	"Bonjour Monsieur Louwette,

Nous regrettons profondément d'entendre parler de votre expérience. Votre satisfaction est notre priorité et nous prenons votre feedback au sérieux.

Bien à vous,
L'équipe Keytrade Bank"	BE	1	2023-10-25T13:53:25.000Z	1	2023-10-31T08:37:49.000Z	4	False	service client 0 systeme IT déficient
"Banque en ligne gratuite
Pas de possibilité de payconic ou autre"	4	611bb6caebe58c0013e49ee6	fr		BE	1	2023-10-24T21:49:43.000Z	6		0	False	Banque en ligne gratuite
La lenteur de traitement est incroyable, j'ai fais une demande d'inscription depuis le mois de septembre , on m'a renvoyé un mail 4semaines après pour avoir les justificatifs envoyé que j'ai envoyé le jour même , re attendre 4semaines pour avoir une réponse , j'ai souscris a cette banque juste pour la promo d'ouverture mais je pense que vu le temps de traitement j'aurai le compte en 2024 ...	2	5a43e4d80000ff000af6e576	fr	"Bonjour YoannR,

Nous sommes désolés que vous ayez cette expérience. Nous apprécions votre patience et traitons vos préoccupations le plus rapidement possible.

Bien à vous,
L'équipe Keytrade Bank
"	BE	1	2023-10-24T19:55:36.000Z	10	2023-10-25T08:34:57.000Z	2	False	Lenteur et toujours pas client
J ai posé une question sur un ordre qui avait été passé sur mon compte titre et j ai eu une réponse très rapide et un sérieuse. Je suis client depuis 3 ans et très satisfait de la banque en général. Le compte bancaire est sans frais et on reçoit même 5 cents par transaction.	4	5c56d8bfb645052114068fd5	fr		BE	1	2023-10-24T19:29:54.000Z	4		0	False	Question sur une transaction
Une banque attractive sans frais excessifs et avec des fonctionnalités uniques.	4	5eda831438d5463d51f05e01	fr		BE	1	2023-10-23T23:23:13.000Z	4		0	False	Une banque attractive sans frais…
"Belle expérience, je verse tous les mois une somme d'argent et je constate que le capital augmente avec parfois des variations.
Cela correspond à ce que je cherchais comme investissement financier."	5	6536cc4f54cf11001115ed9a	fr		BE	1	2023-10-23T21:41:05.000Z	1		1	False	Belle expérience
nous utilisons les services de cette banque depuis février 2020. ils sont très fidèles aux clients, responsables avec un accès rapide	5	6536c38c1ba5c40012fb917a	fr		BG	1	2023-10-23T21:03:41.000Z	2		0	False	nous utilisons les services de cette…
mes soucis ont été réglés sans aucun problème. Merci	5	58ade80f0000ff000a7a7038	fr		BE	1	2023-10-23T20:16:40.000Z	6		0	False	Très bon service a distance
Lorsqu'on demande la création et le téléchargement d'un extrait de banque concernant les dernières opérations du compte courant, il faut souvent s'armer de patience !.. De plus, ces extraits sont fort lourds en octets (+ d'un MO).	4	634bb490cdb5370012ce5b2d	fr		BE	1	2023-10-23T17:26:20.000Z	3		0	False	Extraits de banque
"Ik was bij Moneyou overgenomen door Keytrade bank
Alle documneten werden hiervoor aan Keytrade bezorgt.
Kreeg email (niet via het Keytrade inlog platform) met vraag naar mijn belastingsaangifte e.d. na overschrijving van Izola banking naar de Keytrade rekening.
Op vraag of deze email van Keytrade kwam (via het inlog platform) enkel een bevestiging gekregen van het ontvangst van de email maar nooit een bevestiging dat de vraag van hun was.
Ik heb dus de vraag niet beantwoord.
Na enkele maanden werd mijn rekening zonder boe of ba afgesloten.
Ik heb reeds klacht ingediend via de financiële ombudsdienst maar vrees dat dit niet zal helpen.
Vermijd Keytrade."	1	61d02174149fa50012fbcaac	nl	"Beste heer Broekaert,

We betreuren wat u blijkbaar hebt ervaren. De tevredenheid van onze klanten is onze topprioriteit. Vandaar dat we uw feedback zeker meenemen. 

Met vriendelijke groeten,
Keytrade Bank"	BE	2	2023-10-21T17:29:52.000Z	3	2023-10-31T08:41:59.000Z	1	False	Slechtste klantendienst
"Au depart, j’étais content de Keytrade, mais le service est devenu lamentable, voir inexistant. Impossible de les joindre (au bout de 45 minutes, ca vous raccroche au nez). Et quand vous les avez, ils ne savent rien faire en ligne, faut envoyer des messages qu'ils ne reçoivent pas...
Bref, j'y suis, mais pas sur que j'y reste"	1	580fc1100000ff000a5106fe	fr	"Bonjour Bertrand,

Nous sommes désolés d'apprendre que vous n'êtes pas satisfait de notre service. Nous nous efforçons de fournir un excellent service à nos clients et nous utiliserons votre feedback pour nous améliorer.

Cordialement,
L'équipe de Keytrade Bank"	BE	1	2023-10-20T11:50:10.000Z	23	2023-10-25T08:10:37.000Z	1	False	C'etait pas mal, mais à fuir maintenant
"Ok. Nice checking account.

Trading view is limited. 
Autpilor investing is good, but with other cheaper brokers you have a better deal by investing also some time.."	3	65311870c741280012492de8	en		BE	1	2023-10-19T13:59:08.000Z	2		0	False	ok - would recommend
"Organise l'impossibilité d'entrer en contact avec eux.
Il font des publicités partout, mais sont incapables de répondre à un simple appel téléphonique.
Les délais de traitement des mails sont hallucinants (plusieurs semaines)
Ce n'est plus la super banque que j'ai connu !!!"	1	653116e436026e0012e8591e	fr	"Bonjour Bert Robert,

Nous regrettons profondément d'entendre parler de votre expérience. Votre satisfaction est notre priorité et nous prenons votre feedback au sérieux.

Cordialement,
L'équipe Keytrade Bank"	BE	1	2023-10-19T13:46:16.000Z	1	2023-10-25T08:25:42.000Z	3	False	Injoignables !!!
Je trouve vos services clairs et précis. Vos tarifs sont les plus compétitifs du marché. Et vous êtes rapide lorsqu'il s'agit de vous adapter aux réalités du marché.	5	6530ed214c99810012d6776f	fr		BE	1	2023-10-19T10:47:30.000Z	1		0	False	Je trouve vos services clairs et…
Aucun frais de fonctionnement, au contraire chaque transaction rapporte de l'argent, donc plus vous recevez de l'argent ou plus vous en dépensez, plus vous gagnez.  Je ne connais aucune banque qui agit de la sorte.	5	5ab8fec64de5666d342dfd24	fr		BE	1	2023-10-19T00:55:36.000Z	4		0	False	Aucun frais de fonctionnement
Je trouve formidable que keytrade soit totalement gratuit et qu’en plus de sa on reçoit chaque fin de mois une rémunération pour tout les paiements et virements effectué durant le mois…tout simplement la meilleur banque de Belgique.	5	638089be63bce300137d3b51	fr		BE	1	2023-10-18T20:35:19.000Z	3		0	False	Je trouve formidable que keytrade soit…
Facile d’utilisation en général pour toutes opérations	5	6048e3196ac21f001ad19f64	fr		FR	1	2023-10-18T19:51:16.000Z	1		0	False	Facile d’utilisation en général pour…
Le site est clair et facile d’utilisation	4	5f39b614036715d7a3bbc74b	fr		BE	1	2023-10-18T19:02:42.000Z	3		0	False	Clair et accessible
Tenminste een bank die denkt aan klant	5	611538a9935a640012d800f6	nl		BE	1	2023-10-18T17:46:50.000Z	8		0	False	Tenminste een bank die denkt aan klant
Il y a de bonnes choses mais encore énormément de choses qui vont pas comme les détails des paiements sont imprécis, un virement met parfois 2 jours avant d'arriver, payconiq ne fonctionne pas avec Keytrade, pas de virement direct et d'autres points	3	5a7ca61364c8174c8cf4a21f	fr	"Bonjour Monsieur,

Merci pour votre critique équilibrée et juste. Nous apprécions votre feedback qui nous est très précieux pour améliorer nos services.

L'équipe Keytrade Bank"	BE	1	2023-10-18T17:44:38.000Z	11	2023-10-25T08:37:47.000Z	0	False	Il y a de bonnes choses mais encore…
"Utilisation au top, site web et application claire.

Seule point d'amélioration pour moi : maque les virements instantané"	4	652fe83117d4b80012edcc43	fr		BE	1	2023-10-18T16:14:10.000Z	1		0	False	Utilisation au top
D'habitute je n'ai pas de problèmes , malgré leur difficulté technique à accéder les comptes. mais depuis quelque jours impossible de communiquer avec cette banque. service clients impossible à joindre, ni par e-mail, ni par téléphone. là àa fait 30 min au téléphone à attendre. une fois la connexion retablié, je vais cloturer mes comptes.	2	5f212f561e5eb300ba265179	fr	"Bonjour Emmanuel,

Nous sommes désolés d'entendre parler de votre insatisfaction. Nous apprécions votre feedback et vous assurons que nous prenons des mesures pour rectifier la situation.

Cordialement,
L'équipe de Keytrade Bank"	BE	1	2023-10-16T16:05:15.000Z	17	2023-10-17T13:10:29.000Z	1	False	service clients desaparecido
Services, site, informations	5	6523ff44dded220012188673	en		BE	1	2023-10-09T15:25:25.000Z	1		0	False	Services, site, informations
Je quitte cette banque au plus vite, que des soucis et un service clientèle incohérent.	1	635bd3bb00cf310012d7a493	fr	"Bonjour Gregory,

Nous sommes désolés d'apprendre que vous n'êtes pas satisfait de notre service. Nous nous efforçons de fournir un excellent service à nos clients et nous utiliserons votre feedback pour nous améliorer.

L'équipe de Keytrade Bank"	ML	3	2023-10-08T20:14:31.000Z	3	2023-10-17T08:59:40.000Z	0	False	Je quitte cette banque au plus vite
"Ouverture de compte confirmée par mail le 28 août par keytrade bank et depuis rien...un service clients difficile à joindre qui finalement vous répond que le dossier est en cours de traitement et qu'on remonte l information....jusqu'à la lune ? Je ne demande pas la lune juste une simple ouverture de compte.
1 mois et demi pour une banque en ligne en 2023...c est surréaliste non ?
Ça me fait peut de devenir client..."	1	5fa2a315544917001922812b	fr	"Bonjour Carmelo,

Nous sommes désolés que vous ayez eu cette expérience. Nous apprécions votre patience et traitons vos préoccupations le plus rapidement possible.

Cordialement,
L'équipe de Keytrade Bank"	FR	1	2023-10-06T12:57:51.000Z	4	2023-10-17T09:02:32.000Z	0	False	Ouverture de compte catastrophique …
"Une banque avec personne derrière....
Une banque doit être un partenaire.
Impossibilité de joindre le service client, aucune réponse aux emails envoyés."	1	649c022ae5d57f0012a06be4	fr	"Bonjour,

Nous sommes vraiment désolés de lire votre expérience. Votre feedback est essentiel pour améliorer nos services. Nous travaillons dur pour résoudre ces problèmes.

Bien à vous,
L'équipe de Keytrade Bank"	BE	1	2023-10-06T11:11:05.000Z	4	2023-10-17T09:04:55.000Z	1	False	Une banque avec personne derrière....
"Tout est clair, facile d'utilisation, les informations régulièrement fournies sont intéressantes.
Je recommande bien sûr"	5	651e782d258e79001229fbd2	fr		BE	1	2023-10-05T10:47:42.000Z	3		0	False	Je recommande
Expérience positive, tous les outils sont intuitifs (appli, site web, key). Personnel présent si besoin et taux d'intérêt les plus intéressants du marché. Super !	5	60a4d7c94b39a7001bb58f95	fr		BE	1	2023-10-04T13:05:12.000Z	3		0	False	Expérience positive
"sinds meer dan 20 jaar ben ...ik klant van Keytrade en bijna nooit heb ik enig probleem ervaren.en deed er zich een probleem voor belde ik gewoon naar Keytrade..Meestal een vriendelijke meneer stond mij dan op korte tijd te woord en loste het probleem via de lijn direct op.
Daarvoor mijn hartelijke dank aan jullie team...
Groetjes:Daniel uit Dendermonde."	5	5bdc51eed98ffb5eacc92b48	nl		BE	1	2023-10-03T18:40:00.000Z	2		0	False	sinds meer dan 20 jaar ben ...ik klant…
Facilité d'ouverture de comptes gratuits et des applications. Rémunération des opérations sur le compte courant. Cash backs. Joignable aisément en cas de problème technique.  Conditions de placement généralement un peu meilleure que la concurrence.	5	5f75858a71b2825f962fd236	fr		BE	1	2023-10-03T17:35:02.000Z	5		0	False	Facilité d'ouverture de comptes…
Meilleure banque belge, pas de frais et tout est gratuit !	5	59f6e1a40000ff000adbb17c	fr		LU	1	2023-10-03T13:12:40.000Z	4		0	False	Meilleure banque belge
très soft et claire	5	5f476e75867714c97b400165	fr		BE	1	2023-10-03T10:24:00.000Z	6		0	False	très soft et claire
"accessibilité, efficacité, tarif.
seul bémol, je n'ai pas pu utiliser mon compte pour acheter des bons d'état."	4	5951171b0000ff000aa832ef	fr		FR	1	2023-10-03T09:13:46.000Z	2		0	False	accessibilité
snelle en gemakkelijke toegang via app	5	603b4d1967c0cf001af65006	nl		BE	1	2023-10-02T21:42:17.000Z	5		0	False	snelle en gemakkelijke toegang via app
"Pourquoi ne pas signaler le nombre de clients en attente ?S'il y en a 5 j'attends, si il y en a 20 je raccroche.
J'ai mis 45 minutes pour avoir une connection en appel içnternationnal ( Ténériffe)"	4	651b0338d4416d0012fa68cb	fr		BE	1	2023-10-02T19:51:54.000Z	2		0	False	Pourquoi ne pas signaler le nombre de…
Service optimal et accessibilité à toutes les informations nécessaires	5	651aed79a55d33001295a52e	fr		BE	1	2023-10-02T18:19:06.000Z	2		0	False	Service optimal
Goede interestvoet op spaarboek.	4	626bf9b7fa908b00134a7c40	nl		BE	1	2023-10-02T17:18:54.000Z	4		0	False	Goede interestvoet op spaarboek.
Payconiq werkt niet meer met Keytrade kaarten	1	651ad42d30a6150012033491	nl	"Beste Chris,

Bedankt voor uw feedback. Weet dat we deze feedback als essentieel zien om onze diensten te verbeteren om in de toekomst dit type van problemen te vermijden. Onze excuses voor het ongemak.

Met vriendelijke groeten,
Keytrade Bank"	BE	1	2023-10-02T16:31:11.000Z	1	2023-10-17T09:18:01.000Z	0	False	Payconiq werkt niet meer met Keytrade…
Tout gratuit, service clientèle dispo et compétent, meilleurs tarifs (épargne, bourse,...)	5	63c7b494c9a77600134e430f	fr		BE	1	2023-10-02T11:58:53.000Z	5		0	True	Simply the best
"Info intéressante (augmentation du taux d'intérêt sur les comptes épargne) .. transmise rapidement.
Accès sécurisé et facile aux comptes.
Visibilité parfaite sur les comptes.
Bravo !"	5	5ef72577e3e25f342a21e292	fr		BE	1	2023-10-01T12:04:35.000Z	2		0	False	Sécurité et facilité
Activatie probleemloos verlopen, hadceerfer een probleem ombinvte liggen, maar met de hulp van het contact betreffende paswoord verliep alles vlotjes.	4	651836f181b67000125454dd	nl		BE	1	2023-09-30T16:55:47.000Z	1		0	False	Activatie probleemloos verlopen
Zeer tevreden	5	5da76e7e48de310696bdeb7b	nl		BE	1	2023-09-30T15:05:12.000Z	2		0	False	Zeer tevreden
"Bij jullie wordt je zwzniet overstelpt met nutteloze reclame,graag had ik stapje verder gedaan qua investeren,maar daar zal ik hulp bij nodig hebben.
Die ga ik bevragen bij mijn zoon,die ook klant is bij jullie.
Hopelijk komen we er samen uit."	5	5aa784d04de5666d3453b0c8	nl		BE	1	2023-09-30T12:15:00.000Z	12		0	False	Ervaring bij Keytrade
"Plus de 10 ans chez Keytrade sans soucis.
Le petit problème est que l'on ne sait pas déposer de l'argent liquide dur le compte bancaire."	5	622bc0013f71810012ee10c3	fr		ES	1	2023-09-30T11:49:53.000Z	3		0	False	Plus de 10 ans chez Keytrade sans…
"Keytrade werkt nog echt zoals het moet ...

Voor de mensen dus. Handig, makkelijk toegankelijk online, en met een belonings systeem, voor verrichtingen."	4	63c88716c9a77600134ee30c	nl		US	1	2023-09-29T23:56:40.000Z	2		0	False	Keytrade werkt nog echt zoals het moet…
